# LAMMPS data file written by OVITO Basic 3.5.4
384 atoms
2 atom types
0.0 12.596 xlo xhi
0.0 21.8169119721 ylo yhi
0.0 13.92 zlo zhi
1.3359005707e-15 8.5235417221e-16 8.5235417221e-16 xy xz yz

Masses

1 178.49  # Hf
2 10.811  # B

Atoms  # atomic

1 1 0.0 0.0 0.0
2 1 1.5745 2.7271139965 0.0
3 2 1.5745 0.9090379988 1.74
4 2 2.1786931908e-16 1.8180759977 1.74
5 2 3.2919436664e-16 3.6361519954 1.74
6 2 1.5745 4.5451899942 1.74
7 1 3.149 0.0 0.0
8 1 4.7235 2.7271139965 0.0
9 2 4.7235 0.9090379988 1.74
10 2 3.149 1.8180759977 1.74
11 2 3.149 3.6361519954 1.74
12 2 4.7235 4.5451899942 1.74
13 1 6.298 0.0 0.0
14 1 7.8725 2.7271139965 0.0
15 2 7.8725 0.9090379988 1.74
16 2 6.298 1.8180759977 1.74
17 2 6.298 3.6361519954 1.74
18 2 7.8725 4.5451899942 1.74
19 1 9.447 0.0 0.0
20 1 11.0215 2.7271139965 0.0
21 2 11.0215 0.9090379988 1.74
22 2 9.447 1.8180759977 1.74
23 2 9.447 3.6361519954 1.74
24 2 11.0215 4.5451899942 1.74
25 1 3.3397514267e-16 5.454227993 0.0
26 1 1.5745 8.1813419896 0.0
27 2 1.5745 6.3632659919 1.74
28 2 5.5184446176e-16 7.2723039907 1.74
29 2 6.6316950932e-16 9.0903799884 1.74
30 2 1.5745 9.9994179872 1.74
31 1 3.149 5.454227993 0.0
32 1 4.7235 8.1813419896 0.0
33 2 4.7235 6.3632659919 1.74
34 2 3.149 7.2723039907 1.74
35 2 3.149 9.0903799884 1.74
36 2 4.7235 9.9994179872 1.74
37 1 6.298 5.454227993 0.0
38 1 7.8725 8.1813419896 0.0
39 2 7.8725 6.3632659919 1.74
40 2 6.298 7.2723039907 1.74
41 2 6.298 9.0903799884 1.74
42 2 7.8725 9.9994179872 1.74
43 1 9.447 5.454227993 0.0
44 1 11.0215 8.1813419896 0.0
45 2 11.0215 6.3632659919 1.74
46 2 9.447 7.2723039907 1.74
47 2 9.447 9.0903799884 1.74
48 2 11.0215 9.9994179872 1.74
49 1 6.6795028535e-16 10.9084559861 0.0
50 1 1.5745 13.6355699826 0.0
51 2 1.5745 11.8174939849 1.74
52 2 8.8581960443e-16 12.7265319837 1.74
53 2 9.9714465199e-16 14.5446079814 1.74
54 2 1.5745 15.4536459803 1.74
55 1 3.149 10.9084559861 0.0
56 1 4.7235 13.6355699826 0.0
57 2 4.7235 11.8174939849 1.74
58 2 3.149 12.7265319837 1.74
59 2 3.149 14.5446079814 1.74
60 2 4.7235 15.4536459803 1.74
61 1 6.298 10.9084559861 0.0
62 1 7.8725 13.6355699826 0.0
63 2 7.8725 11.8174939849 1.74
64 2 6.298 12.7265319837 1.74
65 2 6.298 14.5446079814 1.74
66 2 7.8725 15.4536459803 1.74
67 1 9.447 10.9084559861 0.0
68 1 11.0215 13.6355699826 0.0
69 2 11.0215 11.8174939849 1.74
70 2 9.447 12.7265319837 1.74
71 2 9.447 14.5446079814 1.74
72 2 11.0215 15.4536459803 1.74
73 1 1.001925428e-15 16.3626839791 0.0
74 1 1.5745 19.0897979756 0.0
75 2 1.5745 17.2717219779 1.74
76 2 1.2197947471e-15 18.1807599768 1.74
77 2 1.3311197947e-15 19.9988359745 1.74
78 2 1.5745 20.9078739733 1.74
79 1 3.149 16.3626839791 0.0
80 1 4.7235 19.0897979756 0.0
81 2 4.7235 17.2717219779 1.74
82 2 3.149 18.1807599768 1.74
83 2 3.149 19.9988359745 1.74
84 2 4.7235 20.9078739733 1.74
85 1 6.298 16.3626839791 0.0
86 1 7.8725 19.0897979756 0.0
87 2 7.8725 17.2717219779 1.74
88 2 6.298 18.1807599768 1.74
89 2 6.298 19.9988359745 1.74
90 2 7.8725 20.9078739733 1.74
91 1 9.447 16.3626839791 0.0
92 1 11.0215 19.0897979756 0.0
93 2 11.0215 17.2717219779 1.74
94 2 9.447 18.1807599768 1.74
95 2 9.447 19.9988359745 1.74
96 2 11.0215 20.9078739733 1.74
97 1 2.1308854305e-16 2.1308854305e-16 3.48
98 1 1.5745 2.7271139965 3.48
99 2 1.5745 0.9090379988 5.22
100 2 4.3095786214e-16 1.8180759977 5.22
101 2 5.4228290969e-16 3.6361519954 5.22
102 2 1.5745 4.5451899942 5.22
103 1 3.149 2.1308854305e-16 3.48
104 1 4.7235 2.7271139965 3.48
105 2 4.7235 0.9090379988 5.22
106 2 3.149 1.8180759977 5.22
107 2 3.149 3.6361519954 5.22
108 2 4.7235 4.5451899942 5.22
109 1 6.298 2.1308854305e-16 3.48
110 1 7.8725 2.7271139965 3.48
111 2 7.8725 0.9090379988 5.22
112 2 6.298 1.8180759977 5.22
113 2 6.298 3.6361519954 5.22
114 2 7.8725 4.5451899942 5.22
115 1 9.447 2.1308854305e-16 3.48
116 1 11.0215 2.7271139965 3.48
117 2 11.0215 0.9090379988 5.22
118 2 9.447 1.8180759977 5.22
119 2 9.447 3.6361519954 5.22
120 2 11.0215 4.5451899942 5.22
121 1 5.4706368573e-16 5.454227993 3.48
122 1 1.5745 8.1813419896 3.48
123 2 1.5745 6.3632659919 5.22
124 2 7.6493300481e-16 7.2723039907 5.22
125 2 8.7625805237e-16 9.0903799884 5.22
126 2 1.5745 9.9994179872 5.22
127 1 3.149 5.454227993 3.48
128 1 4.7235 8.1813419896 3.48
129 2 4.7235 6.3632659919 5.22
130 2 3.149 7.2723039907 5.22
131 2 3.149 9.0903799884 5.22
132 2 4.7235 9.9994179872 5.22
133 1 6.298 5.454227993 3.48
134 1 7.8725 8.1813419896 3.48
135 2 7.8725 6.3632659919 5.22
136 2 6.298 7.2723039907 5.22
137 2 6.298 9.0903799884 5.22
138 2 7.8725 9.9994179872 5.22
139 1 9.447 5.454227993 3.48
140 1 11.0215 8.1813419896 3.48
141 2 11.0215 6.3632659919 5.22
142 2 9.447 7.2723039907 5.22
143 2 9.447 9.0903799884 5.22
144 2 11.0215 9.9994179872 5.22
