# LAMMPS data file written by OVITO Basic 3.5.4
384 atoms
2 atom types
0.0 12.596 xlo xhi
0.0 21.8169119721 ylo yhi
0.0 13.92 zlo zhi
1.3359005707e-15 8.5235417221e-16 8.5235417221e-16 xy xz yz

Masses

1 178.49  # Hf
2 10.811  # B

Atoms  # atomic

145 1 8.810388284e-16 10.9084559861 3.48
146 1 1.5745 13.6355699826 3.48
147 2 1.5745 11.8174939849 5.22
148 2 1.0989081475e-15 12.7265319837 5.22
149 2 1.210233195e-15 14.5446079814 5.22
150 2 1.5745 15.4536459803 5.22
151 1 3.149 10.9084559861 3.48
152 1 4.7235 13.6355699826 3.48
153 2 4.7235 11.8174939849 5.22
154 2 3.149 12.7265319837 5.22
155 2 3.149 14.5446079814 5.22
156 2 4.7235 15.4536459803 5.22
157 1 6.298 10.9084559861 3.48
158 1 7.8725 13.6355699826 3.48
159 2 7.8725 11.8174939849 5.22
160 2 6.298 12.7265319837 5.22
161 2 6.298 14.5446079814 5.22
162 2 7.8725 15.4536459803 5.22
163 1 9.447 10.9084559861 3.48
164 1 11.0215 13.6355699826 3.48
165 2 11.0215 11.8174939849 5.22
166 2 9.447 12.7265319837 5.22
167 2 9.447 14.5446079814 5.22
168 2 11.0215 15.4536459803 5.22
169 1 1.2150139711e-15 16.3626839791 3.48
170 1 1.5745 19.0897979756 3.48
171 2 1.5745 17.2717219779 5.22
172 2 1.4328832902e-15 18.1807599768 5.22
173 2 1.5442083377e-15 19.9988359745 5.22
174 2 1.5745 20.9078739733 5.22
175 1 3.149 16.3626839791 3.48
176 1 4.7235 19.0897979756 3.48
177 2 4.7235 17.2717219779 5.22
178 2 3.149 18.1807599768 5.22
179 2 3.149 19.9988359745 5.22
180 2 4.7235 20.9078739733 5.22
181 1 6.298 16.3626839791 3.48
182 1 7.8725 19.0897979756 3.48
183 2 7.8725 17.2717219779 5.22
184 2 6.298 18.1807599768 5.22
185 2 6.298 19.9988359745 5.22
186 2 7.8725 20.9078739733 5.22
187 1 9.447 16.3626839791 3.48
188 1 11.0215 19.0897979756 3.48
189 2 11.0215 17.2717219779 5.22
190 2 9.447 18.1807599768 5.22
191 2 9.447 19.9988359745 5.22
192 2 11.0215 20.9078739733 5.22
193 1 4.261770861e-16 4.261770861e-16 6.96
194 1 1.5745 2.7271139965 6.96
195 2 1.5745 0.9090379988 8.7
196 2 6.4404640519e-16 1.8180759977 8.7
197 2 7.5537145275e-16 3.6361519954 8.7
198 2 1.5745 4.5451899942 8.7
199 1 3.149 4.261770861e-16 6.96
200 1 4.7235 2.7271139965 6.96
201 2 4.7235 0.9090379988 8.7
202 2 3.149 1.8180759977 8.7
203 2 3.149 3.6361519954 8.7
204 2 4.7235 4.5451899942 8.7
205 1 6.298 4.261770861e-16 6.96
206 1 7.8725 2.7271139965 6.96
207 2 7.8725 0.9090379988 8.7
208 2 6.298 1.8180759977 8.7
209 2 6.298 3.6361519954 8.7
210 2 7.8725 4.5451899942 8.7
211 1 9.447 4.261770861e-16 6.96
212 1 11.0215 2.7271139965 6.96
213 2 11.0215 0.9090379988 8.7
214 2 9.447 1.8180759977 8.7
215 2 9.447 3.6361519954 8.7
216 2 11.0215 4.5451899942 8.7
217 1 7.6015222878e-16 5.454227993 6.96
218 1 1.5745 8.1813419896 6.96
219 2 1.5745 6.3632659919 8.7
220 2 9.7802154786e-16 7.2723039907 8.7
221 2 1.0893465954e-15 9.0903799884 8.7
222 2 1.5745 9.9994179872 8.7
223 1 3.149 5.454227993 6.96
224 1 4.7235 8.1813419896 6.96
225 2 4.7235 6.3632659919 8.7
226 2 3.149 7.2723039907 8.7
227 2 3.149 9.0903799884 8.7
228 2 4.7235 9.9994179872 8.7
229 1 6.298 5.454227993 6.96
230 1 7.8725 8.1813419896 6.96
231 2 7.8725 6.3632659919 8.7
232 2 6.298 7.2723039907 8.7
233 2 6.298 9.0903799884 8.7
234 2 7.8725 9.9994179872 8.7
235 1 9.447 5.454227993 6.96
236 1 11.0215 8.1813419896 6.96
237 2 11.0215 6.3632659919 8.7
238 2 9.447 7.2723039907 8.7
239 2 9.447 9.0903799884 8.7
240 2 11.0215 9.9994179872 8.7
241 1 1.0941273715e-15 10.9084559861 6.96
242 1 1.5745 13.6355699826 6.96
243 2 1.5745 11.8174939849 8.7
244 2 1.3119966905e-15 12.7265319837 8.7
245 2 1.4233217381e-15 14.5446079814 8.7
246 2 1.5745 15.4536459803 8.7
247 1 3.149 10.9084559861 6.96
248 1 4.7235 13.6355699826 6.96
249 2 4.7235 11.8174939849 8.7
250 2 3.149 12.7265319837 8.7
251 2 3.149 14.5446079814 8.7
252 2 4.7235 15.4536459803 8.7
253 1 6.298 10.9084559861 6.96
254 1 7.8725 13.6355699826 6.96
255 2 7.8725 11.8174939849 8.7
256 2 6.298 12.7265319837 8.7
257 2 6.298 14.5446079814 8.7
258 2 7.8725 15.4536459803 8.7
259 1 9.447 10.9084559861 6.96
260 1 11.0215 13.6355699826 6.96
261 2 11.0215 11.8174939849 8.7
262 2 9.447 12.7265319837 8.7
263 2 9.447 14.5446079814 8.7
264 2 11.0215 15.4536459803 8.7
265 1 1.4281025141e-15 16.3626839791 6.96
266 1 1.5745 19.0897979756 6.96
267 2 1.5745 17.2717219779 8.7
268 2 1.6459718332e-15 18.1807599768 8.7
269 2 1.7572968808e-15 19.9988359745 8.7
270 2 1.5745 20.9078739733 8.7
271 1 3.149 16.3626839791 6.96
272 1 4.7235 19.0897979756 6.96
273 2 4.7235 17.2717219779 8.7
274 2 3.149 18.1807599768 8.7
275 2 3.149 19.9988359745 8.7
276 2 4.7235 20.9078739733 8.7
277 1 6.298 16.3626839791 6.96
278 1 7.8725 19.0897979756 6.96
279 2 7.8725 17.2717219779 8.7
280 2 6.298 18.1807599768 8.7
281 2 6.298 19.9988359745 8.7
282 2 7.8725 20.9078739733 8.7
283 1 9.447 16.3626839791 6.96
284 1 11.0215 19.0897979756 6.96
285 2 11.0215 17.2717219779 8.7
286 2 9.447 18.1807599768 8.7
287 2 9.447 19.9988359745 8.7
288 2 11.0215 20.9078739733 8.7
289 1 6.3926562915e-16 6.3926562915e-16 10.44
290 1 1.5745 2.7271139965 10.44
291 2 1.5745 0.9090379988 12.18
292 2 8.5713494824e-16 1.8180759977 12.18
293 2 9.684599958e-16 3.6361519954 12.18
294 2 1.5745 4.5451899942 12.18
295 1 3.149 6.3926562915e-16 10.44
296 1 4.7235 2.7271139965 10.44
297 2 4.7235 0.9090379988 12.18
298 2 3.149 1.8180759977 12.18
299 2 3.149 3.6361519954 12.18
300 2 4.7235 4.5451899942 12.18
301 1 6.298 6.3926562915e-16 10.44
302 1 7.8725 2.7271139965 10.44
303 2 7.8725 0.9090379988 12.18
304 2 6.298 1.8180759977 12.18
305 2 6.298 3.6361519954 12.18
306 2 7.8725 4.5451899942 12.18
307 1 9.447 6.3926562915e-16 10.44
308 1 11.0215 2.7271139965 10.44
309 2 11.0215 0.9090379988 12.18
310 2 9.447 1.8180759977 12.18
311 2 9.447 3.6361519954 12.18
312 2 11.0215 4.5451899942 12.18
313 1 9.7324077183e-16 5.454227993 10.44
314 1 1.5745 8.1813419896 10.44
315 2 1.5745 6.3632659919 12.18
316 2 1.1911100909e-15 7.2723039907 12.18
317 2 1.3024351385e-15 9.0903799884 12.18
318 2 1.5745 9.9994179872 12.18
319 1 3.149 5.454227993 10.44
320 1 4.7235 8.1813419896 10.44
321 2 4.7235 6.3632659919 12.18
322 2 3.149 7.2723039907 12.18
323 2 3.149 9.0903799884 12.18
324 2 4.7235 9.9994179872 12.18
325 1 6.298 5.454227993 10.44
326 1 7.8725 8.1813419896 10.44
327 2 7.8725 6.3632659919 12.18
328 2 6.298 7.2723039907 12.18
329 2 6.298 9.0903799884 12.18
330 2 7.8725 9.9994179872 12.18
331 1 9.447 5.454227993 10.44
332 1 11.0215 8.1813419896 10.44
333 2 11.0215 6.3632659919 12.18
334 2 9.447 7.2723039907 12.18
335 2 9.447 9.0903799884 12.18
336 2 11.0215 9.9994179872 12.18
337 1 1.3072159145e-15 10.9084559861 10.44
338 1 1.5745 13.6355699826 10.44
339 2 1.5745 11.8174939849 12.18
340 2 1.5250852336e-15 12.7265319837 12.18
341 2 1.6364102811e-15 14.5446079814 12.18
342 2 1.5745 15.4536459803 12.18
343 1 3.149 10.9084559861 10.44
344 1 4.7235 13.6355699826 10.44
345 2 4.7235 11.8174939849 12.18
346 2 3.149 12.7265319837 12.18
347 2 3.149 14.5446079814 12.18
348 2 4.7235 15.4536459803 12.18
349 1 6.298 10.9084559861 10.44
350 1 7.8725 13.6355699826 10.44
351 2 7.8725 11.8174939849 12.18
352 2 6.298 12.7265319837 12.18
353 2 6.298 14.5446079814 12.18
354 2 7.8725 15.4536459803 12.18
355 1 9.447 10.9084559861 10.44
356 1 11.0215 13.6355699826 10.44
357 2 11.0215 11.8174939849 12.18
358 2 9.447 12.7265319837 12.18
359 2 9.447 14.5446079814 12.18
360 2 11.0215 15.4536459803 12.18
361 1 1.6411910572e-15 16.3626839791 10.44
362 1 1.5745 19.0897979756 10.44
363 2 1.5745 17.2717219779 12.18
364 2 1.8590603763e-15 18.1807599768 12.18
365 2 1.9703854238e-15 19.9988359745 12.18
366 2 1.5745 20.9078739733 12.18
367 1 3.149 16.3626839791 10.44
368 1 4.7235 19.0897979756 10.44
369 2 4.7235 17.2717219779 12.18
370 2 3.149 18.1807599768 12.18
371 2 3.149 19.9988359745 12.18
372 2 4.7235 20.9078739733 12.18
373 1 6.298 16.3626839791 10.44
374 1 7.8725 19.0897979756 10.44
375 2 7.8725 17.2717219779 12.18
376 2 6.298 18.1807599768 12.18
377 2 6.298 19.9988359745 12.18
378 2 7.8725 20.9078739733 12.18
379 1 9.447 16.3626839791 10.44
380 1 11.0215 19.0897979756 10.44
381 2 11.0215 17.2717219779 12.18
382 2 9.447 18.1807599768 12.18
383 2 9.447 19.9988359745 12.18
384 2 11.0215 20.9078739733 12.18
