-6243.237805794978	-12486.469344623823
-6243.428922416638	-12486.852956021976
-6243.7903245178095	-12487.578075369249
-6244.287563332321	-12488.574987088581
-6244.879399745325	-12489.760597799395
-6245.525408317259	-12491.054366836424
-6246.1851102148585	-12492.374989184802
-6246.81625787429	-12493.634350020657
-6247.386394761865	-12494.766937677581
-6247.869817833542	-12495.726331924512
-6248.239875402618	-12496.46521481482
-6248.477665907932	-12496.946366647368
-6248.5903246422695	-12497.178190673216
-6248.606885339596	-12497.213503439138
-6248.551574044837	-12497.102280948486
-6248.437481638681	-12496.873944392768
-6248.277114728537	-12496.554703271519
-6248.085022499874	-12496.172924416904
-6247.877078943917	-12495.759072525363
-6247.669024045747	-12495.343786008303
-6247.475087133938	-12494.955406891573
-6247.3070285441445	-12494.617873186173
-6247.173823116913	-12494.349748451106
-6247.081783446887	-12494.16421252281
-6247.034787690782	-12494.069397863503
-6243.314341928983	-12486.620776399275
-6243.504307443858	-12487.002286984623
-6243.86349919628	-12487.723350308335
-6244.357624995293	-12488.714501485394
-6244.945645104627	-12489.892954706314
-6245.587334920096	-12491.178439460207
-6246.242467119415	-12492.490064737325
-6246.8691388784055	-12493.740522722572
-6247.43503838229	-12494.86471545151
-6247.914336624513	-12495.81592823399
-6248.280265867701	-12496.546475860527
-6248.51415729379	-12497.019569166678
-6248.623418447468	-12497.244257687538
-6248.637145135016	-12497.273614440808
-6248.57949456685	-12497.157549009607
-6248.463450291107	-12496.925242735697
-6248.301483885139	-12496.602742721481
-6248.108110317416	-12496.218297010962
-6247.899124854041	-12495.802225334406
-6247.69020657635	-12495.385081932247
-6247.495550022772	-12494.995172268322
-6247.326902162396	-12494.656418781171
-6247.193239718537	-12494.387378198517
-6247.100885734022	-12494.201229810536
-6247.053728296754	-12494.106105837393
-6243.463290428699	-12486.916110883772
-6243.650978041355	-12487.293358157163
-6244.005795414922	-12488.006205749505
-6244.493757906881	-12488.985723470218
-6245.074216471754	-12490.14978174645
-6245.707340495474	-12491.418687776197
-6246.3534036626825	-12492.712399271339
-6246.9711944522205	-12493.945209575631
-6247.528687543021	-12495.052802353905
-6247.9998094885195	-12495.987852212576
-6248.3575786791	-12496.7019709323
-6248.583801319093	-12497.159262642339
-6248.686416699166	-12497.370040826081
-6248.694617617835	-12497.387833265697
-6248.632391413666	-12497.262342234302
-6248.512515206878	-12497.022270401823
-6248.347417125047	-12496.693399560627
-6248.151533004872	-12496.303738171586
-6247.940505494255	-12495.88333246467
-6247.729897810347	-12495.462578963701
-6247.533836166209	-12495.069706920222
-6247.364039129545	-12494.728598437196
-6247.229485497468	-12494.457790085597
-6247.136518072103	-12494.270457828956
-6247.0890448758755	-12494.174735103425
-6243.676581072932	-12487.340364888783
-6243.860908199749	-12487.711109088294
-6244.209268604158	-12488.411449369905
-6244.688125633413	-12489.373320111077
-6245.257400344398	-12490.515658558412
-6245.877844361771	-12491.759725472808
-6246.5104905700755	-12493.026813352028
-6247.115175945875	-12494.233601221371
-6247.66030075442	-12495.316855950958
-6248.119430689708	-12496.228284774706
-6248.465295127529	-12496.918515390662
-6248.680424076167	-12497.353041383294
-6248.77349602112	-12497.543938779687
-6248.773763293952	-12497.545234060095
-6248.704896639066	-12497.4061702765
-6248.57942461499	-12497.1548182644
-6248.409774213637	-12496.816710111601
-6248.210242533525	-12496.419495354543
-6247.996254815691	-12495.99284576675
-6247.783207465883	-12495.566931132136
-6247.585122710007	-12495.16984979269
-6247.413672048878	-12494.825401612105
-6247.277834149958	-12494.552081164917
-6247.183980709127	-12494.363059955318
-6247.136050623882	-12494.266480063034
-6243.94196844691	-12487.870182635284
-6244.1219211046755	-12488.232175974179
-6244.461874545577	-12488.915723353603
-6244.928872417969	-12489.853993392238
-6245.483585634995	-12490.967472698097
-6246.087552168112	-12492.178849807446
-6246.70284965051	-12493.41132506957
-6247.290719253673	-12494.584717395996
-6247.820082484772	-12495.637041021699
-6248.2639796779295	-12496.518560761164
-6248.594775387115	-12497.178665082207
-6248.795966479399	-12497.584728917876
-6248.877088466903	-12497.750881915605
-6248.867341691714	-12497.731532449387
-6248.78995155062	-12497.575212779753
-6248.657291715342	-12497.309449184788
-6248.481842928451	-12496.959605206135
-6248.2776779857795	-12496.552832477335
-6248.059945688552	-12496.118345078537
-6247.843824195886	-12495.686006139436
-6247.643192493448	-12495.283705388996
-6247.469654278518	-12494.935104545828
-6247.332186928126	-12494.65863673186
-6247.237203589608	-12494.467481424861
-6247.1886889727775	-12494.36981200108
-6244.242589036133	-12488.472365030582
-6244.417320447737	-12488.823626732585
-6244.747251993241	-12489.486643979944
-6245.200142064875	-12490.396214406152
-6245.737599146058	-12491.47490042398
-6246.322160205234	-12492.647347371018
-6246.917209817239	-12493.839225575446
-6247.485645133496	-12494.974029594716
-6247.996858624205	-12495.990851805716
-6248.423114100872	-12496.837852704191
-6248.736388024985	-12497.463063887384
-6248.921432672045	-12497.83632719993
-6248.988698207945	-12497.973982623611
-6248.967185169476	-12497.930611527227
-6248.879639884923	-12497.753914422497
-6248.738499246604	-12497.471208619907
-6248.556267820522	-12497.10766174701
-6248.346704650019	-12496.689796155428
-6248.124625897148	-12496.2462844742
-6247.904936956507	-12495.806578073663
-6247.701333564646	-12495.3982633005
-6247.525335708834	-12495.044815892175
-6247.385928094185	-12494.764617099101
-6247.289587957867	-12494.570898579805
-6247.240368061031	-12494.471910197093
-6244.559385855604	-12489.108418638669
-6244.72839182942	-12489.447683637209
-6245.047352394035	-12490.087820618375
-6245.484840530583	-12490.965569735941
-6246.003527942663	-12492.00596111094
-6246.567078500819	-12493.135963015757
-6247.140324626869	-12494.284046246585
-6247.687911242388	-12495.37755845763
-6248.179540083133	-12496.356222959255
-6248.586472823707	-12497.165497277954
-6248.880428138253	-12497.752325590645
-6249.0477361113535	-12498.089699875061
-6249.099723458017	-12498.196138976666
-6249.065033348242	-12498.126115200215
-6248.966088523388	-12497.926685358603
-6248.815589455928	-12497.625316843629
-6248.625927611671	-12497.24677880839
-6248.410474467563	-12496.816853333921
-6248.183649167691	-12496.363549416748
-6247.960026990125	-12495.915775714664
-6247.753089807623	-12495.500738514895
-6247.5742791124085	-12495.141738245762
-6247.432618410497	-12494.85717678996
-6247.334687753061	-12494.660422603563
-6247.284637535369	-12494.5598628197
-6244.875162542339	-12489.743099486177
-6245.03830648241	-12490.069943627275
-6245.346041148972	-12490.686433450486
-6245.7677804817085	-12491.531387055795
-6246.267287127057	-12492.532458126521
-6246.809374310158	-12493.61905430918
-6247.360357470715	-12494.722521549858
-6247.886613182509	-12495.773955420476
-6248.357945438992	-12496.713146335554
-6248.744462270183	-12497.482480793504
-6249.017895757341	-12498.028492743046
-6249.166421046173	-12498.327930294312
-6249.202104784622	-12498.401255039147
-6249.153213981606	-12498.302722668463
-6249.042178792244	-12498.079266056335
-6248.881921147907	-12497.758462158843
-6248.6845621207485	-12497.36441764754
-6248.463003456634	-12496.922013776568
-6248.231189189015	-12496.458421000249
-6248.003318051699	-12496.001901190208
-6247.792664282538	-12495.579310437184
-6247.610640987227	-12495.21390325766
-6247.466373863193	-12494.924242309466
-6247.366595425074	-12494.723926711486
-6247.315580567503	-12494.62152415373
-6245.175317690581	-12490.346353057877
-6245.332789697881	-12490.661154055795
-6245.629656380115	-12491.25472738062
-6246.036127640799	-12492.067912463597
-6246.51698992809	-12493.030881756938
-6247.03812820324	-12494.075319773423
-6247.567274478775	-12495.13524528701
-6248.072429390547	-12496.1451600992
-6248.52328046178	-12497.044368689069
-6248.8887373314155	-12497.772182864142
-6249.140924809749	-12498.275748354055
-6249.270008019605	-12498.535932599112
-6249.288685229437	-12498.574905501035
-6249.225134359893	-12498.447103849845
-6249.101953696366	-12498.199589133
-6248.9320239198005	-12497.85957266152
-6248.727054732045	-12497.450206121612
