-6243.290696036783	-12486.581392207687
-6243.471960594245	-12486.943921057404
-6243.819596330293	-12487.639192660597
-6244.309165823837	-12488.618331647664
-6244.9077043463585	-12489.81540869272
-6245.571472367405	-12491.142944734813
-6246.244611765891	-12492.48922361481
-6246.878190578897	-12493.756381089552
-6247.439642324472	-12494.879284594841
-6247.905103752131	-12495.810207504255
-6248.255365646524	-12496.510731293054
-6248.483577861909	-12496.967155723813
-6248.6011780365325	-12497.202356066911
-6248.623242124705	-12497.246484249412
-6248.5674266473125	-12497.134853294621
-6248.451982468341	-12496.903964936671
-6248.292713391163	-12496.585426782325
-6248.103633407951	-12496.207266838523
-6247.898557194879	-12495.797114389758
-6247.691621388965	-12495.383242748692
-6247.496554248012	-12494.993108496024
-6247.325625965979	-12494.651251931966
-6247.188881278833	-12494.37776255767
-6247.093767232925	-12494.18753446585
-6247.045008523972	-12494.090017047936
-6243.370447557746	-12486.740895248675
-6243.550464444128	-12487.100928758016
-6243.895659937045	-12487.791319874095
-6244.381680349673	-12488.763360699355
-6244.975693282362	-12489.951386564711
-6245.634168912691	-12491.268337825386
-6246.301621679	-12492.603243440315
-6246.929593904921	-12493.859187742186
-6247.48579047808	-12494.971580902555
-6247.946386955821	-12495.892773911663
-6248.292121068202	-12496.584242136403
-6248.516270814138	-12497.032541628283
-6248.630431272512	-12497.260862539155
-6248.64971375945	-12497.299427518905
-6248.591729263351	-12497.183458526702
-6248.474617617151	-12496.949235234308
-6248.313989890023	-12496.627979780043
-6248.123697798024	-12496.247395618771
-6247.917498744164	-12495.834997488328
-6247.709529365551	-12495.419058701713
-6247.51354298414	-12495.027085968286
-6247.341840340929	-12494.683680681856
-6247.204493102872	-12494.408986205744
-6247.108968230715	-12494.217936461435
-6247.060000656567	-12494.120001313138
-6243.523354974566	-12487.046710080565
-6243.700989143093	-12487.401978157695
-6244.041519734729	-12488.083039469468
-6244.520743734458	-12489.04148746891
-6245.1060728785915	-12490.212145757188
-6245.754378135356	-12491.508756270723
-6246.410903830274	-12492.821807741464
-6247.028124696288	-12494.056249326137
-6247.574266511445	-12495.14853297034
-6248.025557280582	-12496.051114561158
-6248.362603731464	-12496.725207462936
-6248.578924522541	-12497.157849045076
-6248.686418576636	-12497.372837147946
-6248.700272045266	-12497.400544090535
-6248.638023183665	-12497.276046367318
-6248.517597157791	-12497.035194315593
-6248.354231324298	-12496.708462648592
-6248.161490409188	-12496.322980841367
-6247.953035993294	-12495.906071986577
-6247.743007118149	-12495.486014206635
-6247.545201979999	-12495.090403960003
-6247.371974831359	-12494.74394966272
-6247.233445046813	-12494.466890093627
-6247.137115214186	-12494.274230428373
-6247.0877387699675	-12494.175477539933
-6243.737254619851	-12487.474509368752
-6243.911585173271	-12487.823170220492
-6244.245635094997	-12488.491270190003
-6244.715390088399	-12489.430780176812
