-6240.988102460024	-12481.976205053194
-6241.169315584304	-12482.338631036679
-6241.523016213844	-12483.046032427697
-6242.032199134867	-12484.064398269735
-6242.668228713816	-12485.336457427627
-6243.391960091472	-12486.783920182948
-6244.156631506092	-12488.313263108856
-6244.912769831197	-12489.82553957898
-6245.618803878535	-12491.237607685483
-6246.282305751195	-12492.564611502396
-6246.890620430016	-12493.781240860031
-6247.428291691373	-12494.856583382745
-6247.883480420758	-12495.766960805351
-6248.208068950359	-12496.41613790072
-6248.406064434709	-12496.812128869418
-6248.500494659107	-12497.000989318218
-6248.514862092436	-12497.029724184875
-6248.47128743971	-12496.94257488685
-6248.390120544917	-12496.780241089835
-6248.289255508098	-12496.578511001022
-6248.183622289173	-12496.367244578347
-6248.0852957867755	-12496.170591573547
-6248.003656425693	-12496.007312851387
-6247.945553110723	-12495.891106221447
-6247.915379359325	-12495.83075871865
-6241.084545354004	-12482.169090840824
-6241.265273208323	-12482.53054628508
-6241.617924905159	-12483.235849810324
-6242.125360639269	-12484.250721278539
-6242.758811031317	-12485.517622062638
-6243.47904403922	-12486.95808807844
-6244.239292459345	-12488.47858501476
-6244.990172905309	-12489.98034572784
-6245.690278164474	-12491.380556258007
-6246.347309670367	-12492.694619340735
-6246.94884492052	-12493.89768984104
-6247.479690818907	-12494.959381637816
-6247.927891851941	-12495.855783668387
-6248.24549938171	-12496.49099876342
-6248.437213856125	-12496.874427712246
-6248.526085878526	-12497.052171757052
-6248.535611357104	-12497.071222714208
-6248.487885066781	-12496.975770141427
-6248.403223301165	-12496.80644660233
-6248.299468712638	-12496.598937409724
-6248.191498489781	-12496.38299697956
-6248.091350660734	-12496.182701321468
-6248.008374407328	-12496.016748814654
-6247.94939450703	-12495.89878901406
-6247.918785914062	-12495.837571828124
-6241.273126948545	-12482.546254029221
-6241.452888429015	-12482.905776727188
-6241.803455671649	-12483.606911343293
-6242.307427097058	-12484.614854194107
-6242.935773935475	-12485.87154787095
-6243.649096435762	-12487.298192871523
-6244.400619686116	-12488.801239467091
-6245.141139092922	-12490.282278104321
-6245.829569712756	-12491.65913935586
-6246.473867064613	-12492.94773412923
-6247.062064619165	-12494.124129238331
-6247.579485924727	-12495.158971849458
-6248.013907436867	-12496.027814839554
-6248.3177830338145	-12496.635566067629
-6248.497146347793	-12496.994292695586
-6248.575091654093	-12497.15018330818
-6248.575101494354	-12497.150202988709
-6248.519218609263	-12497.038437227242
-6248.427695798226	-12496.85539159645
-6248.318263957228	-12496.636527898168
-6248.205703381278	-12496.411406762556
-6248.101978949036	-12496.203957898071
-6248.016377937698	-12496.032755875396
-6247.955677229643	-12495.911354459286
-6247.924215118409	-12495.848430236818
-6241.545547716936	-12483.091095564992
-6241.723874541081	-12483.447748952405
-6242.071354882941	-12484.142709765883
-6242.5702132648685	-12485.140426529735
-6243.191051184518	-12486.382102369036
-6243.894233154827	-12487.788466309652
-6244.632979491074	-12489.265959075241
-6245.358350565655	-12490.716701051617
-6246.029732823216	-12492.059465578657
-6246.655448245082	-12493.310896490158
-6247.224193553928	-12494.448387107854
-6247.722043616504	-12495.444087233009
-6248.136287558807	-12496.272575085353
-6248.4201388818265	-12496.840277763653
-6248.58150016006	-12497.16300032012
-6248.6435276536595	-12497.287055307319
-6248.6296821260585	-12497.259364252117
-6248.5619287454365	-12497.123857500832
-6248.4604318591455	-12496.920863718291
-6248.342737223511	-12496.685474429656
-6248.223498781585	-12496.44699756317
-6248.114573316105	-12496.229146632211
-6248.025156658678	-12496.050313317355
-6247.961937367589	-12495.923874735177
-6247.929206740415	-12495.85841348083
-6241.890103098232	-12483.780206326244
-6242.06655262743	-12484.133105126519
-6242.410007062779	-12484.820014125562
-6242.902223646837	-12485.804447293674
-6243.513344828079	-12487.026689656162
-6244.203446574593	-12488.406893149186
-6244.925754228751	-12489.851508548329
-6245.6316734255615	-12491.263346773787
-6246.28119625578	-12492.562392446185
-6246.883107533731	-12493.766215067466
-6247.426949205503	-12494.853898411004
-6247.899755330938	-12495.799510661873
-6248.2880129828745	-12496.576025935943
-6248.546226166705	-12497.09245233341
-6248.684554247973	-12497.369108495946
-6248.726229427463	-12497.452458854925
-6248.6946808426455	-12497.389361685295
-6248.611780374465	-12497.223560760456
-6248.497397220687	-12496.994794441374
-6248.368624793703	-12496.737249568581
-6248.240122103217	-12496.480244206434
-6248.123758057152	-12496.247516114301
-6248.0287445170825	-12496.057489034165
-6247.961804908504	-12495.923609817008
-6247.927225985961	-12495.854451971922
-6242.2925010223935	-12484.585002172955
-6242.466674829576	-12484.933349532512
-6242.805265922985	-12485.610531845967
-6243.289492498144	-12486.578984996293
-6243.888972737422	-12487.777945474845
-6244.563458721015	-12489.12691744203
-6245.266195430957	-12490.532390950044
-6245.949006346572	-12491.898012618602
-6246.572602824173	-12493.145205585814
-6247.146308064277	-12494.292616128554
-6247.660660016761	-12495.321320033521
-6248.103824945816	-12496.207649891632
-6248.461059031402	-12496.922118035935
-6248.688897097716	-12497.377794195436
-6248.7997150494775	-12497.599430098955
-6248.816417959987	-12497.632835919974
-6248.762491620902	-12497.524983241805
-6248.659858002891	-12497.319716019396
-6248.52844699223	-12497.05689398446
-6248.385504820934	-12496.7710096212
-6248.245522519861	-12496.491045039722
-6248.120198778027	-12496.240397556054
-6248.018601222311	-12496.037202444619
-6247.947341595172	-12495.894683190343
-6247.9106177447375	-12495.821235489475
-6242.736832231289	-12485.473664588895
-6242.908395405919	-12485.816790687164
-6243.2414257938135	-12486.482851587632
-6243.7165555693755	-12487.433111138751
-6244.302836121591	-12488.605672243182
-6244.959677689813	-12489.919355379625
-6245.640363352343	-12491.280726789782
-6246.297195466817	-12492.594390862225
-6246.8916936947635	-12493.783387330182
-6247.433658726278	-12494.867317452556
-6247.9142997858235	-12495.82859957165
-6248.3229602981155	-12496.645920596231
-6248.64309626933	-12497.286192515281
-6248.834267260239	-12497.668534520479
-6248.911622301289	-12497.823244602578
-6248.89866827741	-12497.79733655482
-6248.818892338721	-12497.637784677441
-6248.694116483996	-12497.388232983922
-6248.543937834761	-12497.087875669522
-6248.385408673259	-12496.770817323835
-6248.232815315574	-12496.465630631146
-6248.097660117859	-12496.195320235718
-6247.988844671228	-12495.977689342457
-6247.912852314705	-12495.82570462941
-6247.8737797237345	-12495.747559447464
-6243.205913088859	-12486.4118263019
-6243.374495723307	-12486.748991324179
-6243.701190579325	-12487.40238115865
-6244.165970465944	-12488.33194093189
-6244.737238626488	-12489.474477252974
-6245.3739846850385	-12490.747969370077
-6246.029468951097	-12492.058937983811
-6246.656440475257	-12493.312880882733
-6247.217224297601	-12494.434448539578
-6247.722297611531	-12495.44459522306
-6248.164456076573	-12496.328912153145
-6248.53449673914	-12497.06899347828
-6248.813469845462	-12497.626939671332
-6248.965181046475	-12497.930362092953
